MAV,RMS,WL,ZC,Gesture_Class
6.0625,9.812300953395182,518.0,36,3
9.34375,14.332000907061094,810.0,28,2
5.265625,8.161456671452713,473.0,30,1
8.40625,12.256375891755278,817.0,34,2
8.453125,13.636463067819308,716.0,19,1
7.78125,11.509506939917104,664.0,30,1
7.4375,11.495923190418418,612.0,30,1
10.046875,17.960460044219356,817.0,28,3
6.34375,11.073617295175051,542.0,35,3
5.203125,8.21869058913888,409.0,28,1
8.5,14.822913006558462,645.0,23,1
12.734375,18.650150803679846,1199.0,36,0
6.703125,9.000868013697346,579.0,28,2
15.015625,22.509373047688378,1241.0,22,2
7.28125,10.541584321154007,571.0,25,1
4.0,6.1058373709099065,263.0,22,3
8.796875,11.161457118136502,678.0,23,0
11.65625,18.3166590840142,914.0,29,3
17.96875,26.510021689919455,1629.0,33,0
13.28125,20.127717207870344,1220.0,29,3
5.484375,7.987294598297974,407.0,27,3
12.203125,16.023907919106374,947.0,29,3
10.375,14.935277031243846,793.0,21,2
10.703125,17.30200494162454,872.0,25,3
6.703125,13.046191973139136,616.0,32,3
6.5625,10.548992842921072,636.0,30,1
11.15625,18.846418757949746,931.0,26,0
7.65625,12.20143434191243,592.0,29,1
7.640625,13.870494764066637,629.0,23,3
9.96875,19.9381857248848,807.0,17,3
10.578125,16.233164355725595,792.0,23,3
10.25,16.395502432069595,970.0,32,0
16.328125,23.484369802061966,1406.0,27,2
14.3125,19.517620244281833,1098.0,27,0
11.234375,21.79413625267127,892.0,20,3
8.34375,13.740906083661296,689.0,29,3
7.015625,10.647035972513665,498.0,21,2
10.875,19.397970254642622,897.0,28,0
18.328125,24.523267013185663,1548.0,29,0
14.0,21.123890503408695,1114.0,26,3
12.0625,17.559719530789778,1094.0,25,3
6.921875,9.729947327709436,561.0,30,2
12.015625,16.70469619598034,935.0,25,2
9.90625,15.556349186104045,840.0,23,1
10.078125,19.142149174008647,867.0,27,3
7.859375,12.309168330963713,522.0,26,3
17.890625,29.740807403296905,1472.0,23,0
8.15625,11.915063994792474,591.0,24,1
11.90625,15.858751527153705,798.0,22,2
5.765625,8.876760388790496,442.0,31,1
13.796875,25.91301555203485,1267.0,28,0
12.546875,18.974901185513456,1038.0,24,2
10.28125,13.975424859373685,759.0,20,2
10.828125,18.08530135220312,1023.0,30,0
8.28125,14.084566021003274,671.0,28,1
8.3125,14.820804634027128,765.0,31,1
11.3125,16.974245196767956,1139.0,31,2
7.265625,12.209755321053736,570.0,25,3
10.578125,15.94472875278849,815.0,24,2
8.15625,11.92948029044015,729.0,27,2
12.84375,19.44222209522358,987.0,28,2
8.5625,12.572290960680158,572.0,21,3
6.921875,13.478570955409182,492.0,25,3
11.359375,16.1153071643081,882.0,26,0
6.96875,11.736694594305503,638.0,30,1
12.09375,16.57181341917655,836.0,25,2
13.5,18.778311958213923,1083.0,20,0
6.796875,10.925171623365923,552.0,27,1
7.4375,12.274210768925226,679.0,31,1
12.3125,17.68650615582399,940.0,20,2
12.546875,17.195111950784153,1011.0,20,2
6.875,9.820259670701178,528.0,26,1
8.078125,12.363631141375903,759.0,29,1
10.3125,17.36015552925722,990.0,28,0
9.40625,13.670223114492316,796.0,21,2
11.8125,20.635224738296408,870.0,28,1
7.921875,12.490621481735806,661.0,29,1
7.90625,12.10500929367673,628.0,26,1
6.953125,10.163507022676768,565.0,24,3
6.59375,10.27131929208707,522.0,25,1
4.5625,6.519202405202649,405.0,25,3
7.578125,13.331705629813463,572.0,27,3
7.75,12.950627397929415,689.0,25,1
8.328125,13.576749426869453,725.0,29,1
9.390625,12.581608601446796,725.0,24,0
23.984375,32.796007760091776,1952.0,22,0
14.046875,24.55701274585327,1123.0,23,0
6.4375,9.756408150543928,512.0,26,3
9.484375,16.681295663107228,880.0,31,1
7.390625,12.051322541530451,683.0,25,1
8.859375,13.444910747193527,668.0,24,3
8.171875,15.218717915777269,690.0,24,3
17.515625,28.413520109271925,1615.0,33,0
13.375,20.378450628053155,1120.0,28,0
8.40625,11.55016233652151,685.0,22,2
7.109375,11.409288978722557,567.0,21,1
13.09375,18.777479862856996,1079.0,26,0
8.859375,13.788015629524068,776.0,30,2
6.78125,10.650704202070397,533.0,30,1
7.234375,14.125,572.0,29,1
7.375,11.558276255566831,616.0,28,1
7.96875,14.388580541526673,715.0,26,3
5.875,9.812300953395182,540.0,32,1
7.15625,10.428326807307105,543.0,29,1
13.78125,22.800082236693797,1237.0,33,2
12.453125,17.27670035047202,913.0,29,0
26.984375,39.591468462283636,1995.0,22,0
9.46875,15.78171410208663,744.0,22,3
6.171875,10.118825277669341,470.0,26,1
6.8125,12.26529657203608,568.0,23,3
6.75,11.035454227171622,581.0,32,3
7.65625,11.124297730643494,572.0,25,3
11.703125,19.823045300861317,971.0,25,2
10.515625,15.046282763526678,916.0,32,0
8.546875,13.348103797918265,722.0,34,2
12.25,18.679868843222643,1085.0,27,2
5.21875,8.327289474973234,433.0,28,1
8.171875,14.025089126276525,657.0,31,3
4.921875,7.122806679954188,403.0,29,0
9.375,13.629013170439011,903.0,33,2
10.3125,14.695875271653607,943.0,28,2
11.859375,17.96567908541172,950.0,21,2
5.609375,7.538443141657301,427.0,20,3
8.1875,12.803808027301878,727.0,27,3
10.953125,15.019258470377292,987.0,29,2
9.203125,13.862607078035502,762.0,24,2
12.75,19.19798166474799,1028.0,29,0
9.0,14.898615707507862,590.0,24,3
5.515625,8.87852042853988,463.0,29,3
12.34375,22.666743259674515,1011.0,28,0
10.03125,18.944821192083076,753.0,30,0
12.828125,19.676683536612565,996.0,24,0
11.234375,16.694404002539294,864.0,20,2
6.546875,9.781200079744817,638.0,34,2
14.03125,21.15567299804003,1077.0,29,0
8.1875,12.33769630036337,806.0,31,2
15.609375,22.74828290223242,1319.0,22,0
9.6875,13.251179192811483,801.0,27,2
7.0,12.841582846362828,613.0,34,1
7.65625,12.839149115108835,616.0,26,3
6.59375,11.231929932117632,539.0,33,1
9.328125,14.222011988463517,761.0,32,0
6.625,10.162738312088923,468.0,27,1
12.859375,19.667152183272492,981.0,29,2
12.109375,18.055037385727008,1090.0,27,2
13.921875,19.348368794293744,1117.0,21,2
13.796875,19.957376455837075,1272.0,28,2
8.546875,13.09759042725035,614.0,18,3
10.21875,13.731806144859458,922.0,31,0
9.828125,16.798902493913108,793.0,25,3
7.828125,14.806565266799725,643.0,30,3
6.421875,8.491723912139395,459.0,29,2
7.96875,11.453711188955307,661.0,28,2
9.84375,21.363666586052123,799.0,29,3
6.140625,9.628246205825857,478.0,24,3
6.546875,10.928031615986477,515.0,26,3
11.53125,15.858751527153705,1145.0,36,2
5.421875,9.835363490995135,484.0,31,1
11.84375,22.390008932557397,878.0,28,3
7.875,12.727922061357855,703.0,28,3
7.484375,10.782653894102323,618.0,31,1
11.96875,15.812376481731011,997.0,31,2
11.328125,16.4502089652381,1086.0,26,2
13.4375,19.228071926222867,1091.0,22,2
7.734375,14.44115213547728,594.0,25,1
11.515625,20.40871443771018,986.0,25,0
14.0625,22.56033576877791,1163.0,25,3
13.609375,18.602335202871707,1019.0,21,2
12.375,21.05201890555868,885.0,17,3
5.984375,9.922354811233067,509.0,29,1
8.375,14.235738477507937,792.0,33,1
7.734375,14.48760245865409,622.0,31,1
12.828125,17.723131072132823,1062.0,27,2
12.171875,19.73694188571269,1076.0,33,0
6.25,10.015612812005065,569.0,26,1
7.734375,12.810518139404042,678.0,30,3
6.046875,8.508268037620818,523.0,27,1
4.84375,7.485402460789934,435.0,36,3
8.640625,13.686786511084332,674.0,28,1
12.28125,15.836074324149909,773.0,23,3
10.078125,17.828611134914574,781.0,24,1
7.6875,12.848881274258861,629.0,22,2
11.203125,17.032597423763647,939.0,24,2
16.625,26.77218706045511,1243.0,27,0
6.203125,9.844890806910964,505.0,26,1
8.125,14.232445327490284,664.0,26,1
32.46875,42.47940677551889,2536.0,23,0
7.25,11.47687893113803,600.0,29,1
12.859375,19.961290664683986,963.0,26,0
10.453125,20.117234526644065,861.0,27,3
12.125,17.86144591011601,926.0,27,0
8.25,12.17964490451179,682.0,28,3
24.203125,35.8684663039835,1631.0,19,0
20.328125,34.08605836702155,1542.0,21,0
8.09375,13.315873985585775,636.0,25,0
7.875,12.83062742035634,743.0,29,1
10.515625,15.145647064420853,900.0,22,0
23.90625,36.622653508450206,1458.0,29,0
11.109375,17.753080718568256,947.0,29,3
10.625,17.11359109012483,933.0,25,2
16.46875,27.060118255469618,1269.0,23,3
12.953125,19.530824995375898,938.0,22,1
6.8125,13.151758437562636,644.0,32,3
5.59375,8.194891701541883,426.0,25,1
4.609375,6.625,406.0,26,1
6.84375,10.319883720275147,515.0,22,3
8.234375,13.67308030401343,663.0,28,3
9.25,15.757934509319425,781.0,36,1
9.296875,16.476782908080086,771.0,23,3
5.5,8.575036443071248,520.0,30,1
14.0,25.33463538320613,1179.0,22,3
8.0625,12.123066856204332,678.0,29,3
9.796875,14.906479295930344,844.0,30,2
14.984375,22.268601774696137,1309.0,35,2
5.453125,10.282722159039405,483.0,24,3
7.875,10.819542504191201,732.0,34,2
13.9375,26.62001126971963,949.0,17,3
14.953125,23.48303909207665,1248.0,26,3
6.46875,11.195702300436539,606.0,32,1
4.984375,7.457169369137327,395.0,26,3
16.171875,23.687747360186027,1319.0,22,0
7.15625,11.983060961206865,595.0,27,3
13.171875,19.628184455012644,1078.0,21,0
6.84375,11.360567767501763,617.0,30,3
8.765625,13.522550609999579,722.0,26,1
19.984375,33.06173203266883,1664.0,22,0
5.59375,7.814249804043892,455.0,27,1
9.78125,13.902562713399282,826.0,32,2
7.546875,10.291835356242345,589.0,30,2
7.484375,11.603474695107495,608.0,33,1
4.25,6.222439232326821,334.0,22,1
9.046875,14.591842755457584,799.0,30,1
10.921875,14.669803168413678,911.0,32,2
11.15625,15.43737348126293,910.0,28,2
22.765625,34.15063139972671,1865.0,18,0
5.8125,9.290452088031023,475.0,25,1
11.75,17.942616865998115,1007.0,33,2
31.265625,44.51141005405243,2113.0,22,0
11.609375,16.741135714162287,836.0,19,0
8.953125,13.47741165802989,742.0,24,2
10.265625,16.30519472438155,926.0,30,3
6.890625,9.917629505078319,590.0,28,1
9.6875,15.262290129597195,869.0,31,1
6.015625,11.16425658071329,478.0,27,3
9.921875,16.63251709754119,731.0,24,1
6.609375,9.752403549894764,546.0,32,3
6.5,9.537753928467644,484.0,21,1
15.375,29.34865840204625,1078.0,27,0
10.671875,15.8187981528307,933.0,30,2
13.109375,18.795361794868434,1167.0,34,0
7.015625,11.68131520848573,634.0,29,1
13.15625,19.77134922052615,1067.0,25,2
9.4375,14.431952397371605,734.0,22,1
8.984375,15.663951449107598,703.0,25,1
6.515625,10.958016471971558,519.0,34,1
8.859375,14.079572969376592,785.0,27,3
10.296875,14.841348489945245,819.0,26,2
6.15625,9.92786482583239,536.0,31,1
9.171875,16.16081294366097,795.0,31,1
11.15625,15.171931320698759,874.0,28,2
9.078125,14.868696143239998,769.0,31,1
11.78125,18.20542501563751,958.0,28,0
12.921875,19.181289711591347,991.0,24,2
28.546875,38.11311290094264,2300.0,27,0
7.703125,12.28502645499797,573.0,21,1
9.671875,15.76239591559608,772.0,27,3
4.375,6.254998001598402,380.0,34,1
8.640625,15.382112176160984,756.0,25,0
14.3125,23.39404304518567,1186.0,32,0
11.578125,14.999479157624107,913.0,28,2
7.40625,12.381942497039793,582.0,21,3
10.03125,15.459624833740307,744.0,28,0
18.40625,28.997305909342682,1468.0,26,0
12.59375,19.7721394896961,1034.0,32,2
10.328125,19.149494118644494,927.0,27,0
7.421875,11.483003744665417,607.0,27,0
12.140625,17.55393474409655,950.0,26,2
18.546875,30.515108962610636,1662.0,26,0
4.59375,7.006693228620759,414.0,26,1
13.4375,19.55201396276097,1163.0,27,2
10.984375,18.242721151187943,810.0,17,3
8.09375,12.587195875174105,597.0,25,3
4.9375,7.766112283504533,448.0,36,1
8.625,12.223184936832135,700.0,28,2
7.625,12.55736835487436,675.0,31,3
12.828125,21.44724632674321,1170.0,31,0
8.8125,13.664506943172153,629.0,26,1
8.546875,13.105938539456073,739.0,26,1
9.734375,13.740337514049646,764.0,31,2
9.875,15.608491278787966,869.0,32,1
10.5625,14.434117569148452,899.0,29,2
13.03125,19.443025741895216,1176.0,35,2
17.328125,29.453618198788412,1365.0,20,0
7.65625,11.350936084746492,702.0,25,1
9.03125,13.198011213815512,790.0,24,2
13.0,22.096379793984354,916.0,27,0
6.40625,13.162446581088183,594.0,27,3
12.078125,17.52007776809224,971.0,20,2
10.203125,14.368476780786473,702.0,23,2
8.046875,14.910671514053282,705.0,28,1
5.8125,9.332403227465045,516.0,37,1
7.21875,12.195029725261026,587.0,26,1
10.671875,17.499553565734185,848.0,21,3
4.875,8.953002289734991,490.0,37,1
13.40625,20.407565998913245,1233.0,25,0
7.734375,13.375,605.0,28,3
5.390625,9.74759585744095,437.0,30,1
10.953125,15.254609958959946,1083.0,40,2
4.078125,5.652709527297507,303.0,28,3
15.3125,24.48532723898131,1058.0,17,2
10.140625,17.770674579204922,970.0,28,3
9.765625,16.220646565411627,862.0,29,0
7.375,13.763629608500803,597.0,28,1
13.25,23.670920979125423,964.0,25,0
5.09375,7.883923515610739,407.0,30,3
6.140625,8.48436061232666,563.0,34,2
6.71875,9.666307464590602,606.0,27,0
14.34375,25.575867531718256,1140.0,27,0
7.0,12.921638827950579,669.0,30,1
10.421875,16.128875503270525,931.0,30,0
25.421875,36.15785702997344,1689.0,21,0
6.21875,10.550473923004596,506.0,35,1
8.71875,11.335784048754634,719.0,34,0
5.890625,9.89554824150739,491.0,31,1
10.03125,17.33313301166295,703.0,25,3
10.765625,18.777063801350838,912.0,31,1
13.359375,17.558384749173257,988.0,25,0
11.5625,22.800082236693797,1113.0,32,0
7.859375,12.584092140476404,614.0,21,3
12.234375,16.015129565507735,974.0,26,0
6.984375,11.38186605965823,515.0,23,2
9.6875,13.252358280698571,750.0,29,2
4.890625,7.878967254659712,388.0,28,1
19.359375,30.089190334736493,1533.0,26,0
8.484375,11.588652855271834,685.0,26,2
9.140625,13.466973490729089,653.0,23,3
10.859375,17.157815274678768,877.0,25,2
15.578125,21.22167229508551,1163.0,23,0
10.53125,15.983389815680527,832.0,26,0
24.25,35.425538104593414,1639.0,20,0
14.0625,18.91262805640718,1016.0,24,2
10.6875,17.495535144716207,878.0,33,1
16.703125,24.134713070596053,1299.0,21,3
9.5625,16.32482771731451,824.0,31,1
6.53125,9.238168108450939,540.0,25,1
19.109375,27.413785309584664,1516.0,28,0
10.609375,18.7495833287036,974.0,26,0
6.171875,9.608752520488807,572.0,33,1
10.828125,16.696275782341402,855.0,22,3
6.8125,11.319231422671772,648.0,39,1
7.140625,11.553543828626783,567.0,30,3
10.71875,18.3166590840142,830.0,29,1
12.796875,19.373387029634234,910.0,19,2
5.8125,8.366600265340756,447.0,26,3
9.046875,17.135945407242637,798.0,25,1
6.609375,11.239578506331988,556.0,28,3
9.78125,13.685073985916189,820.0,31,2
7.015625,12.139166981304772,663.0,32,3
15.65625,27.782638463616085,1111.0,22,0
13.265625,17.884612799834386,922.0,24,3
22.96875,36.325782854606175,1925.0,26,0
6.1875,10.256095748383007,488.0,27,3
9.71875,13.95752485220786,700.0,23,2
11.9375,15.301143748099356,914.0,33,2
6.625,10.150431025330894,470.0,20,2
5.0,7.137051211810099,452.0,32,1
9.515625,16.645663849783823,790.0,31,1
9.1875,14.747881203752625,789.0,38,1
11.78125,19.59671528598607,1018.0,28,0
7.953125,11.169853401007552,620.0,25,2
7.21875,11.851951316133558,662.0,36,1
7.53125,10.207227831296802,531.0,21,3
8.234375,13.842303818367808,679.0,28,1
10.03125,17.30426248067221,949.0,28,1
11.03125,15.493950432346168,876.0,25,2
7.8125,11.825554955265313,648.0,26,2
12.96875,19.437399517425163,870.0,22,3
10.953125,18.04638121618847,811.0,23,3
7.9375,11.269427669584644,673.0,27,2
12.703125,19.71714038596875,1162.0,24,0
7.96875,13.009611831257688,651.0,23,1
6.4375,9.161741100904347,515.0,19,1
8.28125,14.386408516374058,655.0,32,1
7.9375,15.591464010797702,659.0,30,1
7.359375,12.730990731282464,594.0,24,3
7.765625,11.481642957347177,533.0,23,1
6.109375,9.773209554695939,494.0,30,1
23.578125,36.858470871700575,1666.0,25,0
7.375,10.943034314119645,667.0,24,3
5.8125,8.742854225022855,527.0,42,1
8.8125,15.72517885430878,651.0,28,1
10.484375,13.639900109604909,715.0,22,3
13.515625,22.774368816720255,1158.0,27,0
11.71875,17.30967937311376,1012.0,28,2
10.015625,16.756062335763733,820.0,25,1
14.25,19.36572358575842,1239.0,29,0
6.609375,9.889230253159242,474.0,28,3
12.75,18.291049723840345,997.0,22,2
9.921875,14.168075910299182,847.0,30,2
13.984375,17.2178141760213,1175.0,27,0
8.8125,13.560051622320618,708.0,21,3
7.921875,11.646485521392279,623.0,23,3
9.609375,16.962734891520295,834.0,30,2
9.5,14.72773743655148,756.0,30,1
8.859375,15.661956295431295,647.0,19,3
13.3125,17.04772712123232,1055.0,27,2
10.546875,19.927603343101747,851.0,19,0
8.21875,10.612492638395562,668.0,31,2
8.78125,14.259865006373659,683.0,24,3
12.78125,20.694957115200793,1288.0,27,0
12.171875,15.362800037753534,685.0,23,2
9.75,16.863421954040053,903.0,31,0
7.1875,11.828197242183611,590.0,34,3
8.375,12.130797583011597,628.0,26,2
4.3125,7.0821077371076475,402.0,27,1
7.578125,12.39014225099938,545.0,21,3
9.78125,15.844951877490825,850.0,25,1
7.96875,12.666392540893401,569.0,20,3
13.640625,20.823289245457836,1140.0,25,3
6.828125,10.478400402733234,626.0,34,1
11.421875,15.881888269346312,975.0,29,0
13.078125,18.681123494051423,1102.0,26,2
9.4375,17.845692757637625,796.0,25,3
5.9375,9.119004879919737,499.0,28,3
13.8125,23.2768661980087,1128.0,27,3
6.625,9.14979507967255,514.0,29,3
6.5625,10.568230693924125,584.0,31,1
6.421875,9.08725068433792,577.0,29,1
6.6875,10.924456508220443,637.0,37,3
13.25,18.23886646697102,1116.0,30,3
8.8125,12.014314379106283,788.0,36,2
8.359375,12.596502490771,710.0,27,1
12.625,20.41675170050319,1084.0,25,0
8.265625,14.081792322002196,746.0,32,1
17.28125,22.830900113661748,1430.0,21,3
12.1875,18.735827977434038,1071.0,31,0
4.890625,7.041173552753831,374.0,25,3
9.25,15.818304270685907,714.0,31,1
8.921875,13.854714901433374,682.0,28,2
7.734375,10.977960876228336,633.0,28,1
9.28125,14.97706580075016,805.0,27,3
4.890625,8.756247769450109,454.0,32,3
9.21875,17.21282225551638,857.0,33,0
10.5625,14.861863947701849,822.0,20,2
11.515625,16.02488299489266,830.0,23,2
11.3125,15.515113599326304,908.0,27,2
16.578125,26.901150068352095,1273.0,24,0
7.140625,11.834140230705398,534.0,27,3
13.984375,19.166621376758084,1210.0,27,3
5.8125,8.306623862918075,493.0,32,1
6.671875,13.238792429825313,554.0,34,1
9.75,15.668439615992398,819.0,29,2
8.984375,14.769584455901256,714.0,25,3
5.875,8.719590013297644,472.0,29,3
11.453125,15.140487937976108,912.0,22,2
12.828125,22.647778588638666,1096.0,27,2
6.4375,9.224627363747546,578.0,31,2
5.671875,9.997655975277405,560.0,35,0
10.15625,18.717471784405074,825.0,31,0
6.15625,9.762812094883317,456.0,27,3
5.453125,9.476121305681982,510.0,35,1
8.109375,10.73181601594064,750.0,33,2
7.40625,11.394900175078323,558.0,26,1
14.1875,22.406053869434484,1114.0,20,2
8.15625,12.33769630036337,755.0,29,2
8.4375,14.51077186093145,649.0,31,1
16.734375,27.270920868206854,1271.0,28,0
9.859375,14.693216972467262,818.0,27,2
12.6875,20.11373908551068,1026.0,23,0
7.96875,12.91559135308949,674.0,32,1
3.890625,5.909473326786407,308.0,29,3
10.671875,18.00043402254512,843.0,22,2
5.453125,9.15406330543983,462.0,31,3
6.890625,10.65583760199075,621.0,30,1
16.5,22.452032202007906,1076.0,28,3
6.09375,9.46209543388778,470.0,20,3
16.984375,22.124293774039433,1355.0,28,2
10.171875,13.543333230781853,825.0,26,2
7.71875,15.628499608087784,763.0,31,3
7.984375,12.621286582595294,643.0,31,3
7.671875,11.937990827605791,665.0,25,2
12.234375,17.255886676725712,952.0,23,2
8.34375,12.538690122975366,695.0,18,2
3.15625,4.789311015167004,259.0,32,2
5.71875,8.771402396424417,493.0,34,1
11.296875,15.066000630558861,816.0,24,2
16.53125,27.55902755904134,1313.0,28,0
5.75,9.82344135219425,461.0,32,1
10.890625,17.981327120098783,839.0,29,3
11.421875,21.280492827939863,901.0,30,0
10.109375,14.738872921631422,895.0,24,2
12.703125,18.39029975285884,1035.0,26,0
7.921875,13.984924919355127,567.0,24,3
10.015625,14.324912739699323,741.0,30,2
7.8125,12.528717013325826,725.0,29,2
14.8125,23.77498685593748,1198.0,30,0
19.203125,28.308291629838774,1186.0,9,0
9.0,12.332629484420588,727.0,29,2
12.21875,16.414551471179468,1011.0,28,0
13.390625,19.827774080819058,1029.0,26,2
7.796875,11.994139193789607,635.0,32,0
6.6875,9.812300953395182,487.0,24,3
8.1875,12.354149100605836,667.0,22,3
8.125,14.010041042052661,663.0,27,3
10.328125,16.851835953390953,834.0,23,0
9.40625,15.273547394105929,836.0,33,1
8.5,13.396594716568835,665.0,29,1
5.34375,8.052561704203203,387.0,26,3
8.625,13.03600782448369,743.0,28,2
8.1875,11.803071634112877,730.0,29,2
9.484375,13.47161367468649,764.0,25,0
8.921875,16.182069552439824,667.0,22,1
14.71875,26.179667683146782,1219.0,22,3
8.359375,11.740022359433564,762.0,25,0
10.5625,19.84864604954202,946.0,27,3
9.015625,13.29179728253482,615.0,21,3
14.984375,26.110641987511528,1391.0,29,2
14.28125,25.17439175034821,1246.0,32,3
13.421875,19.625796162194288,1289.0,32,2
10.09375,14.772229012576267,847.0,29,0
11.71875,16.132265804901678,992.0,28,2
11.125,16.199922839322415,955.0,30,2
8.046875,13.595150789895639,720.0,33,3
5.96875,8.730335045117112,510.0,22,2
9.1875,14.035668847618199,726.0,24,2
6.28125,10.650704202070397,545.0,30,1
14.109375,24.226470543601682,1191.0,27,0
10.484375,17.2776047240351,750.0,21,0
12.171875,20.671160465730996,1201.0,28,0
8.859375,13.67079460016864,621.0,20,3
24.671875,36.13840581708053,2285.0,27,0
11.71875,19.587942719948924,999.0,28,2
13.234375,19.94327894304244,998.0,20,2
23.296875,36.47452021617282,1715.0,22,0
10.578125,15.417623844159644,797.0,29,0
18.125,25.471184699577677,1215.0,20,0
13.21875,21.581241854907237,1205.0,26,0
5.1875,9.365828847464595,499.0,33,3
5.953125,9.257598230642762,487.0,21,1
11.0625,15.262290129597195,903.0,28,2
16.4375,25.365453869387,1242.0,21,0
15.625,29.201883500897676,1199.0,34,1
12.515625,17.82773471308119,1004.0,24,2
26.390625,35.35379222940588,1881.0,23,0
10.953125,17.099433470147485,975.0,29,0
11.09375,16.006834477809782,1007.0,30,2
10.0625,19.41004894378167,940.0,29,3
17.53125,27.89433186150907,1511.0,29,2
10.109375,15.89762167747113,856.0,25,2
12.75,21.010414084448694,1154.0,30,0
8.21875,11.746009960833508,673.0,26,2
9.203125,13.22225869509442,683.0,22,2
32.453125,50.74491969645828,1989.0,18,0
6.28125,9.117291264405235,432.0,25,3
14.171875,20.694579604331178,1146.0,27,0
8.0,12.146244275495203,663.0,29,1
7.0,11.527141883398503,600.0,28,3
10.140625,15.129131667085193,817.0,28,0
9.21875,13.386093530227555,863.0,32,2
5.890625,9.87025202312484,502.0,26,1
8.609375,13.524861367126837,681.0,21,3
6.390625,10.241612421879672,465.0,25,3
7.65625,12.548655306446186,604.0,26,3
9.59375,14.474114826130128,963.0,34,2
11.609375,18.742915328198013,989.0,30,1
6.25,10.950171231537889,486.0,27,1
11.484375,17.41093406454691,837.0,18,0
14.25,19.90995354088,1139.0,30,2
5.234375,10.108010437272016,494.0,36,3
7.21875,9.46209543388778,632.0,34,0
8.765625,13.970392800490615,735.0,28,2
10.578125,18.96995980491261,795.0,22,3
13.3125,18.2944663764757,1057.0,25,3
21.390625,34.99665162554841,1816.0,23,0
9.078125,16.931387273345322,805.0,30,3
8.984375,13.226984728198637,739.0,34,2
6.703125,9.398304368342195,551.0,25,2
10.8125,20.842414687362883,800.0,29,3
6.546875,11.793138895137291,502.0,19,1
6.5625,10.426828376836362,552.0,32,1
5.78125,9.012144583837967,550.0,30,3
10.421875,14.972370386815843,878.0,22,2
6.671875,10.007028779812718,546.0,27,1
5.109375,7.871030745715583,377.0,23,3
7.234375,14.5134635769688,591.0,31,3
12.46875,17.67766952966369,1126.0,32,2
8.4375,13.732943966972268,598.0,23,3
6.734375,12.004556426624017,559.0,30,3
14.25,21.399474292608218,1159.0,26,3
8.328125,15.16626602034924,657.0,30,1
5.671875,10.211054059204661,506.0,24,3
11.015625,15.220771169687822,962.0,33,3
12.390625,19.922898258034646,935.0,28,1
17.203125,26.76372311544117,1593.0,27,0
10.53125,16.017568479641348,860.0,26,0
5.46875,8.147085368400163,454.0,24,3
7.515625,11.700026709371222,533.0,19,3
11.453125,19.108653144583478,929.0,29,2
19.40625,29.745272733663075,1507.0,23,0
6.28125,9.0,554.0,29,3
7.078125,12.194389078588562,606.0,23,3
7.1875,13.062350477613132,562.0,22,3
9.0625,14.040121082098972,666.0,19,3
11.765625,18.63087155771302,934.0,22,2
6.265625,8.980012527830905,543.0,29,1
9.390625,14.017288432503628,659.0,16,0
7.46875,12.031209415515965,603.0,24,1
12.59375,18.06498685302594,1001.0,21,2
8.125,12.98436559867289,643.0,29,3
9.515625,14.375,791.0,25,2
11.875,17.23006094011278,961.0,27,2
5.359375,8.40479773700712,437.0,34,1
10.0,16.829104254237656,791.0,24,1
8.8125,15.291950496911765,739.0,27,0
6.46875,10.477654794847938,523.0,27,0
8.234375,14.932661350208141,678.0,31,3
8.875,15.14513123086096,725.0,29,3
15.515625,23.210652188165675,1412.0,32,2
11.515625,16.828640022295325,803.0,19,2
9.78125,14.48059045757458,806.0,22,1
8.765625,13.669651604923953,600.0,12,3
8.359375,14.509156591614827,719.0,36,1
10.078125,14.399978298594759,847.0,25,2
10.171875,16.53641814299578,858.0,30,3
7.625,11.049604065304784,716.0,30,0
8.875,12.255100978776143,747.0,20,2
13.09375,20.206743923749812,1195.0,35,0
14.265625,21.11908201129964,1109.0,26,2
24.140625,35.00870427479429,1978.0,24,0
8.375,12.55487952948972,673.0,23,1
14.453125,24.88504822177365,1310.0,32,0
15.09375,25.76395253061921,1231.0,33,0
17.46875,27.98660393831306,1541.0,26,0
7.921875,16.899981508865622,711.0,24,3
8.328125,13.090430665184396,665.0,19,3
7.9375,10.823874075394633,624.0,27,2
10.265625,19.463507520485614,779.0,25,1
10.21875,14.92376460548745,741.0,22,2
5.90625,9.344115795515378,474.0,27,3
11.90625,16.055567570160825,931.0,29,2
12.90625,19.920153111861364,1109.0,20,3
16.984375,26.846496512580558,1395.0,31,0
10.21875,16.374522893812816,1062.0,36,2
5.234375,9.033790732577327,448.0,36,1
17.8125,24.41887077651217,1328.0,25,2
11.171875,16.262014789072108,929.0,29,2
9.59375,13.637035968274045,858.0,29,2
7.328125,10.973690126844296,565.0,24,2
17.46875,25.029982021567655,1395.0,25,0
8.859375,13.99051017654467,724.0,29,3
7.734375,12.990982449376183,667.0,31,3
6.921875,9.725128533854964,498.0,20,3
11.46875,15.309310892394864,757.0,22,0
13.34375,20.046820196729456,953.0,20,0
7.3125,12.927683473847896,628.0,30,1
10.296875,14.223110595084325,800.0,32,0
11.390625,15.759421785078283,882.0,26,0
5.671875,8.955619744048985,428.0,26,1
9.28125,12.549900398011133,644.0,21,2
8.53125,15.387698008474173,730.0,28,1
9.234375,19.670329814215116,825.0,26,3
9.390625,16.345393081844193,750.0,34,1
6.453125,8.890830951041641,552.0,31,2
